index,exec_time_us,loop_time_us,adc_time_us,heater_time_us,temp_get_time_us,e2e_time_us,free_heap,cpu_core0,cpu_core1,cpu_overall,temp_mutex_wait,metrics_mutex_wait
169,,9999,67,,31,,100592,0.83,25.70,13.27,4,5
170,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
171,,10000,82,,32,,100592,1.25,25.93,13.59,4,4
172,,10000,73,,32,,100592,1.67,25.72,13.70,4,5
173,,10761,67,,32,,100592,0.83,25.72,13.28,4,5
174,,9240,67,,34,,100592,0.83,25.70,13.27,4,4
175,,9999,67,,31,,100592,0.83,25.71,13.27,4,5
176,,10000,67,,32,,100592,1.25,25.92,13.59,4,5
177,,10000,67,,32,,100592,1.67,25.70,13.69,4,4
178,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
179,,10761,67,,32,,100592,0.83,25.70,13.27,4,5
180,,9240,67,,33,,100592,0.83,25.72,13.28,4,4
181,,9999,67,,31,,100592,1.25,25.92,13.59,4,5
182,,10000,82,,32,,100592,1.67,25.70,13.69,5,4
183,,10000,73,,32,,100592,0.83,25.69,13.26,4,5
184,,10000,67,,32,,100592,0.83,25.69,13.26,4,5
185,,10760,67,,32,,100592,0.83,25.72,13.28,4,5
186,,9241,67,,33,,100592,1.25,25.91,13.58,4,4
187,,9999,67,,31,,100592,1.67,25.72,13.70,4,4
188,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
189,,10000,67,,32,,100592,0.83,25.71,13.27,4,4
190,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
191,,10761,67,,32,,100592,1.25,25.92,13.59,4,5
192,,9240,67,,34,,100592,1.67,25.71,13.69,4,5
193,,9999,82,,31,,100592,0.83,25.72,13.28,4,4
194,,10000,73,,32,,100592,0.83,25.70,13.27,4,5
195,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
196,,10000,67,,32,,100592,1.25,25.93,13.59,4,4
197,,10761,67,,32,,100592,1.67,25.71,13.69,4,5
198,,9240,67,,33,,100592,0.83,25.70,13.27,4,5
199,,9999,67,,31,,100592,0.83,25.71,13.27,4,5
200,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
201,,10000,67,,32,,100592,1.25,25.95,13.60,4,5
202,,10000,67,,32,,100592,1.67,25.69,13.68,4,5
203,,10760,67,,32,,100592,0.83,25.70,13.27,4,4
204,,9241,91,,34,,100592,0.83,25.70,13.27,5,5
205,,9999,73,,31,,100592,0.83,25.72,13.28,4,5
206,,10000,67,,32,,100592,1.25,25.93,13.59,4,5
207,,10000,67,,32,,100592,1.67,25.71,13.69,4,5
208,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
209,,10761,67,,32,,100592,0.83,25.72,13.28,4,5
210,,9240,67,,34,,100592,0.83,25.69,13.26,4,4
211,,9999,67,,31,,100592,1.25,25.92,13.58,4,5
212,,10000,67,,32,,100592,1.67,25.70,13.69,4,5
213,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
214,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
215,,10761,82,,32,,100592,0.83,25.70,13.27,5,4
216,,9240,73,,34,,100592,1.26,25.96,13.61,4,5
217,,9999,67,,31,,100592,1.67,25.70,13.69,4,5
218,,10000,67,,32,,100592,0.83,25.72,13.28,4,4
219,,10000,67,,32,,100592,0.83,25.69,13.26,4,4
220,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
221,,10761,67,,32,,100592,1.25,25.94,13.60,4,4
222,,9240,67,,34,,100592,1.67,25.71,13.69,4,5
223,,9999,67,,31,,100592,0.83,25.72,13.28,4,5
224,,10000,67,,32,,100592,0.83,25.70,13.27,4,4
225,,10000,67,,32,,100592,0.83,25.70,13.27,4,5
226,,10000,82,,32,,100592,1.25,25.92,13.59,4,4
227,,10761,73,,32,,100592,1.67,25.69,13.68,4,5
228,,9240,67,,33,,100592,0.83,25.71,13.27,4,5
229,,9999,67,,31,,100592,0.83,25.72,13.28,4,4
230,,10000,67,,32,,100592,0.83,25.72,13.28,4,5
231,,10000,67,,32,,100592,1.25,25.93,13.59,4,5
232,,10000,67,,32,,100592,1.67,25.70,13.69,4,4
