index, exec_time_us, loop_time_us, adc_time_us, heater_time_us, temp_get_time_us, e2e_time_us, free_heap, cpu_core0, cpu_core1, cpu_overall, temp_mutex_wait, metrics_mutex_wait
  221,             ,         9999,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 21
  222,             ,        10000,          84,               ,               59,            ,     85588,      1.72,     27.91,       14.82,               8,                 20
  223,             ,        10000,          84,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  224,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 21
  225,             ,        10793,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  226,             ,         9208,          84,               ,               72,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  227,             ,         9999,          84,               ,               59,            ,     85588,      1.72,     27.91,       14.82,               8,                 20
  228,             ,        10000,          84,               ,               59,            ,     85588,      2.86,     27.77,       15.31,               8,                 21
  229,             ,        10000,         103,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               9,                 20
  230,             ,        10000,          86,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  231,             ,        10793,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 21
  232,             ,         9208,          84,               ,               73,            ,     85588,      1.72,     27.90,       14.81,               8,                 20
  233,             ,         9999,          84,               ,               59,            ,     85588,      2.86,     27.76,       15.31,               8,                 20
  234,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  235,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  236,             ,        10000,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  237,             ,        10794,          84,               ,               59,            ,     85588,      1.72,     27.92,       14.82,               8,                 20
  238,             ,         9207,          84,               ,               74,            ,     85588,      2.86,     27.77,       15.31,               8,                 20
  239,             ,         9999,          84,               ,               59,            ,     85588,      1.42,     27.77,       14.60,               8,                 20
  240,             ,        10000,         105,               ,               59,            ,     85588,      1.42,     27.77,       14.60,              11,                 23
