fault_index,fault_type,detection_latency_us,recovery_latency_us,temp_at_fault,heap_at_fault,adc_alive,temp_after_recovery,heap_after_recovery,fault_description
0,1,1097660,100103965,38.67,165868,1,39.94,165648,wasm_exception
