fault_index,fault_type,detection_latency_us,recovery_latency_us,temp_at_fault,heap_at_fault,adc_alive,temp_after_recovery,heap_after_recovery,fault_description
0,2,7024833,100125417,78.85,165868,1,41.55,165648,watchdog_terminated
